"STATISTIC","Statistic Label","TLIST(D1)","Daily","C03634V04374","Daily and Seven Day Rolling Totals","UNIT","VALUE"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D21","2020 November 21","20","Seven day rolling total","Euro Thousand","35269"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D22","2020 November 22","10","Daily total","Euro Thousand","1610"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D22","2020 November 22","20","Seven day rolling total","Euro Thousand","35358"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D23","2020 November 23","10","Daily total","Euro Thousand","6394"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D23","2020 November 23","20","Seven day rolling total","Euro Thousand","34940"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D24","2020 November 24","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D24","2020 November 24","20","Seven day rolling total","Euro Thousand","28496"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D25","2020 November 25","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D25","2020 November 25","20","Seven day rolling total","Euro Thousand","22287"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D26","2020 November 26","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D26","2020 November 26","20","Seven day rolling total","Euro Thousand","16210"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D27","2020 November 27","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D27","2020 November 27","20","Seven day rolling total","Euro Thousand","10198"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D28","2020 November 28","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D28","2020 November 28","20","Seven day rolling total","Euro Thousand","8004"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D29","2020 November 29","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D29","2020 November 29","20","Seven day rolling total","Euro Thousand","6394"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D30","2020 November 30","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M11D30","2020 November 30","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D01","2020 December 01","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D01","2020 December 01","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D02","2020 December 02","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D02","2020 December 02","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D03","2020 December 03","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D03","2020 December 03","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D04","2020 December 04","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D04","2020 December 04","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D05","2020 December 05","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D05","2020 December 05","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D06","2020 December 06","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D06","2020 December 06","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D07","2020 December 07","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D07","2020 December 07","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D08","2020 December 08","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D08","2020 December 08","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D09","2020 December 09","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D09","2020 December 09","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D10","2020 December 10","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D10","2020 December 10","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D11","2020 December 11","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D11","2020 December 11","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D12","2020 December 12","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D12","2020 December 12","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D13","2020 December 13","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D13","2020 December 13","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D14","2020 December 14","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D14","2020 December 14","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D15","2020 December 15","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D15","2020 December 15","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D16","2020 December 16","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D16","2020 December 16","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D17","2020 December 17","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D17","2020 December 17","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D18","2020 December 18","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D18","2020 December 18","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D19","2020 December 19","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D19","2020 December 19","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D20","2020 December 20","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D20","2020 December 20","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D21","2020 December 21","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D21","2020 December 21","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D22","2020 December 22","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D22","2020 December 22","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D23","2020 December 23","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D23","2020 December 23","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D24","2020 December 24","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D24","2020 December 24","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D25","2020 December 25","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D25","2020 December 25","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D26","2020 December 26","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D26","2020 December 26","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D27","2020 December 27","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D27","2020 December 27","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D28","2020 December 28","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D28","2020 December 28","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D29","2020 December 29","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D29","2020 December 29","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D30","2020 December 30","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D30","2020 December 30","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D31","2020 December 31","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2020M12D31","2020 December 31","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D01","2021 January 01","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D01","2021 January 01","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D02","2021 January 02","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D02","2021 January 02","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D03","2021 January 03","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D03","2021 January 03","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D04","2021 January 04","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D04","2021 January 04","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D05","2021 January 05","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D05","2021 January 05","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D06","2021 January 06","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D06","2021 January 06","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D07","2021 January 07","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D07","2021 January 07","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D08","2021 January 08","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D08","2021 January 08","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D09","2021 January 09","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D09","2021 January 09","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D10","2021 January 10","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D10","2021 January 10","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D11","2021 January 11","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D11","2021 January 11","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D12","2021 January 12","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D12","2021 January 12","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D13","2021 January 13","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D13","2021 January 13","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D14","2021 January 14","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D14","2021 January 14","20","Seven day rolling total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D15","2021 January 15","10","Daily total","Euro Thousand","0"
"CBM03C12","Credit Card Volumes - Business Cards","2021M01D15","2021 January 15","20","Seven day rolling total","Euro Thousand","0"
